nome_fantasia,data_inicio_atividades,cnae_fiscal,cep,municipio,porte
PRISMA CONSTRUTORA,20070803,7732201,47802273,3363,3
PRISMA CONSULTORIA,20031117,6920601,45826660,3117,1
PRISMA VEICULOS,20051010,4512902,44051005,3515,1
PRIVILLEGE EVENTOS,20110218,9319101,41650195,3849,1
PRO FITNESS,20031028,8219999,44245000,3469,1
PRO IMAGEM,19961113,8640205,41760010,3849,1
PRO LIFE ASSESSORIA ESPORTIVA E SAUDE,20090831,9313100,42739005,3685,1
PRO PAPER!,20060529,1749400,40015060,3849,1
PRO SAUDE COMERCIO E REPRESENTACOES,20100727,2399199,42600000,3293,1
PRO SENIOR,20111003,8650004,41810011,3849,1
PRO-DIAGNOSTICO,19980828,8640202,44001496,3515,3
PROAS,20120511,9430800,47830000,3349,5
PROATIVA TRANSPORTADORA LTDA,20120302,4930202,41300140,3849,1
PROCAES,20030519,9609208,45012050,3965,1
PROCAFE,20100930,9430800,45820970,3117,5
PROCESSA,19871120,4110700,45200300,3661,5
PROCONT,19940105,6920601,41770790,3849,1
PROCONT ASSESSORIA CONTABIL,19901220,6920601,41820020,3849,3
PROCONT CONTABILIDADE E ASSESSORIA,19861216,6920601,47806041,3363,1
PROCORDIS,19970618,8630503,45820131,3117,5
PROD MED,20110201,4773300,44430672,3873,1
PRODADOS,20010827,8211300,45605332,3597,1
PRODIGITO,19931021,8888888,48970000,3901,1
PRODUMAR,19880512,4722902,42700130,3685,3
PRODUTORA PORTO MANGA,20060310,4633801,46140000,3691,1
PRODUTOS DE CACAU SUL AGRICOLA,19881230,4623109,45695000,3073,1
PRODUTOS DE PERFUMARIA,20091216,4646001,44670000,3329,1
PRODUTOS E COMERCIO LOMOEIRO,20001207,1111902,46446000,3275,1
PROEDUCAR PROJETOS EDUCACIONAIS,20051024,8211300,48890000,3959,1
PROFESSIONAL CLEAN,20010807,4789005,45604047,3597,1
PROFISIO FISIOTERAPIA,20101109,8650004,45203360,3661,1
PROFISSIONAL FISIO,20090330,8650004,40280901,3849,1
PROGEO,19890127,7119702,46640000,3645,1
PROGREDIR PAPELARIA E ARTIGO PARA PRESENTE,20041202,4761003,41330010,3849,1
PROGRESSISTAS - PP DE SAO GABRIEL - BA,20110916,9492800,44915000,3989,5
PROINFOR INFORMATICA,20070705,4751201,41130490,3849,1
PROJARB,20100914,9430800,45120000,3357,5
PROJECEL CONSTRUCOES E MONTAGENS,20070208,4120400,45936000,3741,1
PROJECTA ENGENHARIA,20001009,4120400,46500000,3697,1
PROJECTUS,20090519,7410202,41600720,3849,1
PROJESOM EQUIPAMENTOS DE SOM,20050411,4756300,44900000,3593,1
PROJETE CONSTRUCAO,19870129,4321500,44077190,3515,1
PROJETO CHIC CHIC,19990203,9103100,46830000,3325,5
PROJETO FLORAR,20070618,4789002,45807000,3855,1
PROJETO GALEAO,20100418,7721700,40130001,3849,1
PROJETO MENINOS DO PORTO,20060612,8512100,48180000,3509,5
PROJETO SOCIAL FLOR DO VALE,20050915,9430800,45480000,3749,5
PROJETO SOCIAL RECANTO DE DEUS,20140507,9430800,44380000,3495,5
PROJETO STA CATARINA,19911120,9430800,44200000,3871,5
PROJETO VIDA NOVA,20110908,9493600,42801560,3413,5
PROJETOS & EMPREENDIMENTOS,20101110,3811400,45452000,3009,1
PROLABOR,20000727,8650099,48903050,3669,1
PROLIMP,20050930,4789005,42701890,3685,3
PROLINK MOTOS,20110413,4541206,48370000,3511,1
PROMAQ,20090612,4789007,47800358,3363,1
PROMATEC INFORMATICA,19950327,6201501,47640000,3863,1
PROMED CARD PAX SANTA CRUZ,20040809,8630502,45020750,3965,5
PROMEDICA,20010507,8640202,43700000,3913,5
PROMEDICA,19891229,8630501,41810001,3849,5
PROMEPER,19880208,8650001,40150130,3849,3
PROPAG COMINUCACAO VIRTUAL,20041027,4789099,44380000,3495,1
PROPAO PRODUTOS DE PANIFICACAO,20100514,4721102,44245000,3469,1
PROPHOTO PROPAGANDA,20001201,7311400,44075115,3515,1
PROQUALY VIDEO E LOCADORA,19900913,4761001,40050001,3849,1
PRORISO LABORATORIO DE PROTESE,20050718,3250706,40285470,3849,1
PROSERV ENGENHARIA E PISCICULTURA LTDA,20110408,4744005,44790000,3419,1
PROSOLAR ENGENHARIA,20000913,4789099,42701420,3685,3
PROTEC PROJETOS TECNICOS E CONTABEIS,19730323,6920601,48010050,3313,1
PROTEC SISTEMAS,20110708,9511800,44077272,3515,1
PROTECAO,19890404,8630501,41100000,3849,3
PROTECTION,19970912,4753900,44330000,3885,1
PROTEFIL PROTECAO E FERRAMENTAS INDUSTRIAIS LTDA,20080404,4672900,42850000,3087,5
PROTEGE - EQUIPAMENTOS DE SEGURANCA,19990525,4752100,45821670,3117,1
PROTELIMP,20100225,8111700,41100010,3849,1
PROVA DO ARTISTA,19930430,4754701,40301155,3849,1
PROVEAGRO,19790213,4771704,44635000,3997,3
PROVECTO,20120208,4742300,44077015,3515,1
PROVENDA CORRETORA,20120315,7319002,45987000,3993,1
PROVOICE,20081031,8650006,41706690,3849,1
PRP,20000902,9492800,41820021,3849,5
PRP - MUCURI,20110408,9492800,45930000,3741,5
PRUMO PRODUCOES ARTISTICAS E CULTURAIS,20110824,9001902,45652105,3573,1
PS ALINHAMENTO E BALANCEAMENTO,20110822,4520004,44380000,3495,1
PS MOTOS,20030106,4541206,45200970,3661,1
PS MURETAS PRE-MOLDADAS,20100414,2330301,44052168,3515,1
PSB,20040609,9492800,45745000,3541,5
PSB,20080429,9492800,46780000,3717,5
PSB,20080521,9492800,45550000,3945,5
PSB PARTIDO SOCIALISTA BRASILEIRO,20070926,9492800,44770000,3793,5
PSB-DIRETORIO MUNICIPAL DE ITAPARICA,20080717,9492800,44460000,3623,5
PSC,20120529,9492800,48870000,3979,5
PSC - PARTIDO SOCIAL CRISTAO,20080818,9492800,46780000,3717,5
PSCS CONSTRUCAO E LOCACAO,20040901,7732201,40015010,3849,1
PSD,20110930,9492800,44790000,3419,5
PSD - CORDEIROS-BA,20111001,9492800,46280000,3479,5
PSD - PARTIDO SOCIAL DEMOCRATICO - DIRETORIO MUNICIPAL,20110929,9492800,46450000,3899,5
PSD DE BARRA DO MENDES,20111003,9492800,44990000,3359,5
PSD DE ITAGUACU DA BAHIA,20111006,9492800,47440000,3281,5
PSD DE SAO GABRIEL,20111006,9492800,44915000,3989,5
PSD FEIRA DE SANTANA,20111004,9492800,44078015,3515,5
PSDB,20080617,9492800,44690000,3995,5
PSDB DE EUCLIDES DA CUNHA/BA,20000514,9492800,48500000,3513,5
PSDB45 - UBAITABA/BA,20110922,9492800,45545000,3943,5
PSDC,20080424,9492800,42600000,3293,5
PSICO CARE,20040304,7220700,41730101,3849,1
PSICOMET,20041108,8630503,45203011,3661,1
PSICULTURA LUSTOSA,20111110,322101,48925000,3045,1
PSYCH,20030811,8650003,41610031,3849,1
PT,20000529,9492800,46500000,3697,5
PT,20000718,9492800,48905020,3669,5
PT,20030512,9492800,44635000,3997,5
PT,20020525,9492800,44655000,3981,5
PT,20011021,9492800,48620000,3527,5
PT,19990802,9492800,44713000,3025,5
PT,20041223,9492800,46446000,3275,5
PT,20000428,9492800,45585000,3605,5
PT - DIRETORIO MUNICIPAL DE CAMACARI,19990905,9492800,42800450,3413,5
PT - DIRETORIO MUNICIPAL DE CORONEL JOAO SA,20020923,9492800,48590000,3483,5
PT - PARTIDO DOS TRABALHADORES DE CONDEUBA,20030408,9492800,46200000,3473,5
PT DE BROTAS,19990905,9492800,47560000,3389,5
PT DE GENTIO DO OURO - DIRETORIO MUNICIPAL,20000326,9492800,47450000,3525,5
PT DE IBIPEBA-BA - DIRETORIO MUNICIPAL,20000606,9492800,44970000,3547,5
PT DE MORPARA,20040602,9492800,47580000,3733,5
PT DE SAO MIGUEL DAS MATAS,20111117,9492800,44580000,3887,5
PT DIRETORIO MUNICIPAL BA,19900501,9492800,42850000,3087,5
PT DIRETORIO REGIONAL DA BAHIA,19840821,9492800,41820021,3849,5
PT DO B,20040419,9492800,45260000,3803,5
PT DO B,20040124,9492800,47200000,3821,5
PT DO B,20040523,9492800,45325000,3385,5
PT PARTIDO DOS TRABALHADORES,20000326,9492800,48880000,3861,5
PT PARTIDO DOS TRABALHADORES,20030710,9492800,46180000,3309,5
PT PARTIDO DOS TRABALHADORES,20040701,9492800,44350000,3531,5
PTB,20120518,9492800,46400000,3403,5
PTB DE SEABRA,20111006,9492800,46900000,3897,5
PTB DIRETORIO REGIONAL BA,19910607,9492800,41820760,3849,5
PTC,20040706,9492800,45985092,3993,5
PTC,20040707,9492800,48909220,3669,5
PTC,20110726,9492800,45930000,3741,5
PTC - ANDARAI-BA,20080422,9492800,46830000,3325,5
PTN,20110525,9492800,48410000,3455,5
PTN,20120309,9492800,48470000,3763,5
PTN - ARACI,20120314,9492800,48760000,3341,5
PTN - PARTIDO TRABALHISTA NACIONAL,20101019,9492800,45810000,3807,5
PTN MUNICIPAL DE EUNAPOLIS,20110923,9492800,45820075,3117,5
PTS TRANSPORTES LTDA,20110503,4930202,43700000,3913,3
PUBBLICITA COMUNICACAO E MARKETING,20040326,7311400,45700000,3629,1
PUBLIGRAFI,19750708,1822999,40330470,3849,3
PUFF DESIGNER,19960305,4759899,45658250,3573,1
PULSAN MOTORS,20080123,4511101,44078015,3515,1
PUMA TRANSPORTES E TURISMO LTDA,19980911,4930202,40430000,3849,1
PURA ERVAS,20140512,4729699,48903445,3669,1
PUREZA,20110323,4789005,47800157,3363,1
PVL COMERCIO DE CALC.,20070502,4782201,41213000,3849,1
PW LOOCAR LOCADORA DE VEICULOS,20110225,7711000,44051005,3515,1
PWS MOVEIS E ESQUADRIAS PLANEJADAS,20090413,3101200,44380000,3495,1
PX CONTABILIDADE,20030410,6920601,44645000,3081,1
PXPP ENERGIA RENOVAVEL,20110215,4742300,47850000,1112,1
Q DELI,20101210,8230001,40045040,3849,1
Q DELICIA,19970926,4722901,45005390,3965,1
Q LIMPO,19990811,8122200,40290280,3849,1
Q MILHO,20080616,4724500,45816000,3807,1
Q' DELICIAS,20100815,4721104,40025001,3849,1
Q'LIMPA,19961219,2062200,44090584,3515,1
QG BAR E RESTAURANTE,20020919,5611201,40296260,3849,3
QLINDA,20010131,4782201,45638000,3459,1
QMS CONSULTORIA,20040616,7020400,42701850,3685,1
QR IMPORTS,20140603,4752100,41215090,3849,1
QUALICAR,19981110,4520001,41100170,3849,1
QUALIDADE,19841129,9521500,42700130,3685,3
QUALITY ASSESSORIA,19861219,8299799,41810700,3849,5
QUALITYSUL RESTAURANTE E HOTEL,20050919,5510801,45995045,3993,1
QUALLIT MARMORARIA,20090318,4679602,42700130,3685,1
QUALY VIDA GENEROS ALIMENTICIOS,20100115,4712100,45545000,3943,1
QUALYBRASIL LAVANDERIA HOSPITALAR,20080530,9601701,44001032,3515,3
QUALYFESTA,20101110,5620104,40340045,3849,1
QUALYFISIO,20050707,8650004,41650010,3849,1
QUANTA,20080904,4759899,41820770,3849,1
QUARTTIER,20090605,4744099,42700130,3685,1
QUASE TUDO EM CONFECCOES,20040227,4781400,46300000,3399,1
QUATRO COMUNICACAO,19950926,4639701,40010010,3849,1
QUATRO ESTACOES,20110117,4781400,45345000,3653,1
QUEIMADA NOVA AUTO PECAS,20030307,4530703,47530000,3765,1
QUEIROZ AGROPECUARIA,20110126,4771704,44830000,3797,1
QUEIROZ BRINDES,20070730,1414200,45075220,3965,1
QUEIROZ CAVALCANTI ADVOCACIA,20060614,6911701,41820021,3849,5
QUEIROZ MATERIAIS PARA CONSTRUCAO,19870112,4744005,45570000,3579,3
QUEIROZ REPRESENTACOES,19921020,4744005,44088714,3515,1
QUERENCIA COMERCIO DE GRAOS E PRESTACAO DE SERVICOS,20060419,161003,47850000,1112,1
QUERO BAHIA,20140526,4753900,45310000,3941,1
QUERO BAHIA MOVEIS E ELETRO,20111214,4754701,44600000,3581,1
QUERO COMSMETICO,20050505,4772500,41213000,3849,1
QUERO FESTA,20090831,1091102,45075045,3965,1
QUERO VER O MOMO,20110622,9499500,40230180,3849,5
QUEST TECNOLOGIA,20050314,6209100,45985192,3993,1
QUEZIA DISTRIBUIDORA DE LIVROS,20110914,4761001,44620000,3351,1
QUIJO SITIO NOVO,20110926,1052000,45960000,3723,1
QUILOMBOS E FELICIDADES,19951122,9430800,48540000,3663,5
QUIMBRAS PRODUTOS QUIMICOS,19990518,2071100,43700000,3913,5
QUINTA DAS LAGOAS EMPREENDIMENTO,20110323,4110700,41820020,3849,5
QUINTA PORTUGUESA,19921229,8690999,41412470,3849,5
QUINTAL DE CASA,20051213,5611201,41810000,3849,1
QUINTANDA DA VAL,20110216,4724500,41339700,3849,1
QUINTELLA MARMORE,20091014,4744005,42850000,3087,1
QUIOSQUE ENCONTRO DOS AMIGOS,20140514,5611203,44003688,3515,1
QUIRON MEDIC,20100902,4645101,41820020,3849,3
QUITANDA CARDOSO,20110920,4724500,48830000,3819,1
QUITANDA KM 17,19910412,4729601,40301155,3849,1
R & A MODA INFANTIL,20120106,4781400,46600000,3919,1
R & F INFORMATICA,20100503,8599603,45655076,3573,1
R & U DISTRIBUIDORA DE AGUA,20091230,4723700,44900000,3593,1
R B C MAQUINAS PARA CONSTRUCAO,20060131,7732201,45026435,3965,1
R BACELAR,20120329,4781400,44002200,3515,1
R C A TRANSPORTES,20120605,4930202,45700000,3629,1
R C EMPREENDIMENTOS,20001128,7020400,45990518,3993,5
R C L- COMERCIO TRANSPORTES E SERVICOS,20050909,4923002,46850000,3375,1
R C PRESTACAO DE SERVICO,19980204,8230001,48490000,3575,1
R C S PREMOLDADOS,20080530,2330301,42835000,3413,3
R C TRANSPORTES,20100511,4530703,48500000,3513,1
R COCO,20091204,1033302,44700000,3651,1
R D BOLSAS,20140513,4782202,48700000,3909,1
R D J TURISMO,20051212,7911200,41825000,3849,1
R D M,20050426,9601701,43850000,3889,3
R E M T COMERCIAL DE USINAGEM,20071011,4744001,40445130,3849,1
R E R INSTALACAO E MANUTENCAO,20091209,4329103,40010020,3849,1
R E VEICULOS,20120327,4511102,48970000,3901,1
R F MATERIAIS DE CONSTRUCOES E PARAFUSOS,20070628,4744099,41100800,3849,1
R F REFORMA MANUTENCAO E CONSTRUCAO ME.,20090305,4120400,42807150,3413,1
R G ENGENHARIA,19950710,6822600,44200000,3871,1
R H NET INFORMATICA,20090406,8599603,45640000,3317,1
R H REPRESENTACAO,19860801,4619200,42700130,3685,3
R J L VIDRACARIA,20110602,2512800,45928000,3761,3
R L MODAS,19780511,4781400,44640000,3827,1
R LACKINGER,19921111,5611204,40140030,3849,1
R M COMERCIO E REPRESENTACOES,19860710,4774100,40040030,3849,1
R M MODAS,20000614,4781400,46860000,3537,1
R M TRANSPORTES,20001101,4930202,46190000,3773,3
R M VIDROS E COMPANHIA,20110316,4330402,41315000,3849,1
R N L TRANSPORTE,20080306,4921301,48905510,3669,1
R P TRANSPORTES E SERVICOS,20040730,4399104,43815360,3429,1
R R MERCADINHO E DEPOSITO DE BEBIDAS,20081211,4712100,42837090,3413,3
R R SERVICOS,20070921,4930202,48280000,3721,1
R S CONSULTORIA AGRONOMICA,20080815,7490103,47800050,3363,1
R S SANTO ESTEVAO,20030618,4721104,44190000,3875,1
R SOM ESTRUTURAS E EVENTOS,19920508,7739003,44900000,3593,1
R T ENGENHARIA E REPRESENTACAO,19971114,7112000,44220000,3037,3
R. F. PRODUCOES FOTOGRAFICAS,20010726,7420001,48370000,3511,1
R. R. K. CONSTRUCOES LTDA,20100507,4120400,45985172,3993,5
R. SILVA FOLHEADOS,20101026,4781400,44380000,3495,1
R.C.V. TURISMO,20111103,7911200,45980970,3811,1
R.D. SEGUROS E CIA,20070315,6619399,44200000,3871,5
R.G.R. EMPREENDIMENTOS,20070212,6810201,45600124,3597,1
R.R ELETRODOMESTICOS,20040416,4754701,48930000,3497,1
R.R. MAGAZINE,19960816,4755503,46350000,3951,1
R.R. MOVEIS E ELETRODOMESTICO,20030617,4754701,44990000,3359,1
R.S. CONTABILIDADE & ASSOCIADOS,19950504,6920601,44470000,3963,1
R&G CONFECCOES,20110829,4781400,44550000,3881,1
R&N CONSTRUCOES,20011205,4299599,43700000,3913,1
R&T CARTUCHOS CHAVES E CARIMBOS,20050414,9529102,44430138,3873,1
R10,20100701,4751201,46350000,3951,1
R8S ENGENHARIA CONSTRUCAO E REFORMA LTDA,20100923,4399103,41502020,3849,1
R9 - RENOVE ASSESSORIA E CONSULTORIA EMPRESARIAL,20100806,7020400,41600750,3849,1
RAADTEC INSTALACOES E MANUTENCOES,20120315,4321500,40490208,3849,1
RABELO MOTOS,20010104,4781400,45690000,3949,1
RABERES REPRESENTACAO,20080324,4619200,45880000,3411,1
RABICO CARNES E PESCADOS,20081111,4712100,43900000,3883,1
RACAO E CIA,20100331,4712100,46880000,3595,1
RACAVE SERVICOS,20100505,4330402,40260485,3849,1
RACCO,20041111,4772500,44571013,3873,1
RACCO COSMETICOS,20051017,4646001,45202330,3661,3
RACHEL MOVEIS E DECORACOES,19940517,3101200,42712740,3685,3
RACLEL SHOES,20091110,4616800,42700130,3685,1
RACOES E CIA,20100121,4789004,44470000,3963,1
RACOES MAK 500 KV,20120109,4789004,42700130,3685,1
RACOES MAURICEA,20031014,5211701,47850000,1112,5
RADAMAR,19990525,6622300,40010020,3849,5
RADIAL,20100203,4530703,40726320,3849,1
RADIO AMBULANCIAS,19750307,6463800,40301155,3849,5
RADIO BETEL FM,19980506,6010100,48603524,3781,5
RADIO COMUNITARIA BEIJA FLOR,19980710,6010100,44715000,3961,5
RADIO ELDORADO FM,19780606,6010100,45985180,3993,3
RADIO FM ABA PAI,20050211,6010100,44020615,3515,5
RADIO METROPOLITANA,20060629,6010100,44330000,3885,1
RADIO PROGRESSO,20000531,6010100,44695000,3083,1
RADIO RECONCAVO FM,19850621,6010100,44572085,3873,1
RADIO SAO GONCALO AM,19720926,6010100,44330000,3885,5
RADMASTO RADIOLOGIA E MASTOLOGIA,20120524,8630503,47850000,1112,5
RAFA MATERIAL DE CONSTRUCAO,20050330,4744099,45996525,3993,1
RAFA MOTOPECAS,20061019,4541206,44695000,3083,1
RAFABELA TRANSPORTES,20090602,4930202,40040380,3849,1
RAFAEL MACHADO,20140625,3329501,40735625,3849,1
RAFAEL VEICULOS,20040811,4511102,44051005,3515,1
RAFERTIL,19760811,2013402,45028135,3965,5
RAI REFORMA EM GERAL,20110514,4399103,43700000,3913,1
RAIA & BEZERRA PROMOCAO DE EVENTOS,20120423,8230001,41820770,3849,1
RAICEL DISTRIBUIDORA DE ALIMENTOS,20030307,4637107,40415095,3849,1
RAIMAQ,20091105,4313400,42807171,3413,1
RAIMUNDO AUTOMOVEIS,19861104,4511102,40310010,3849,1
RAIMUNDO NETO - MOVEIS E ELETRODOMESTICOS,20100708,4744099,47220000,3417,1
RAINBOW ENGLISH CRATIVE SCHOOL,19830225,8593700,41830151,3849,5
RAINHA DA PIZZA,20080811,5611201,42802190,3413,1
RAIO DE LUAR,20110421,4781400,40080166,3849,1
RAIOCICLO,19980513,4763603,45051075,3965,1
RAJO IMOBILIARIAEE CORRETORA,19961219,6821802,44002175,3515,1
RAJOVI REPRESENTACOES,19990311,4759899,44056630,3515,1
RALLY MOTOS,20050317,4541206,47650000,3485,1
RALLY MOTOS PECAS,20040126,4541206,48011320,3313,1
RAMALHO GAS,20041220,4784900,47630000,3039,3
RAMALHO REPRESENTACOES,20060330,4619200,44062800,3515,1
RAME TURISMO,20100620,4929901,41720100,3849,1
RAMON SANTOS SILVA,20111116,5229099,45810000,3807,1
RAMONA MOVEIS,20060508,4754701,47350000,3903,1
RAMOS EMPREEDIMENTOS E TRANSPORTES,20080610,4781400,48490000,3575,1
RAMOS IMOBILIARIA,19901127,4110700,45807000,3855,1
RAMOS TURISMO,20101130,7911200,48700000,3909,1
RAMSIL BRINDES & BOLSAS,20041108,4729699,40391204,3849,1
RANA EMPREENDIMENTOS E PARTICIPACOES LTDA,20061113,4110700,41820770,3849,5
RANCHO DO PETISCO,20120329,5611203,45051075,3965,1
RANGEL FARIAS TRANSPORTES,20070921,4930202,42700130,3685,1
RANGEL MECANIZACAO AGRICOLA,19861219,4313400,47804510,3363,5
RANGER,19960229,4729699,41820021,3849,1
RANGERR PRODUTOS ODONTOLOGICOS,20040311,4773300,48730000,3467,1
RAP 10 LOGISTICA,19821001,4930202,40451360,3849,1
RAQUETE LOGISTICA,19910527,5211799,47850000,1112,1
RASGA PRECO,20101122,4781400,48903520,3669,3
RASGA TANGA,20110106,9001902,44380000,3495,1
RATTUS,19881229,2542000,42700130,3685,1
RAVL SEGURANCA ELETRONICA,20110706,4751201,40710599,3849,1
RAY CONFECCOES MOVEIS E ELETRODOMESTICO EM GERAL,20030919,4755503,45150000,3507,1
RAY DELICATESSEN,20080829,4721103,45428000,3407,1
RAY LANCHES,20040825,5612100,48010130,3313,1
RAYANE MODAS,20100622,4781400,48410000,3455,1
RAYLANY FACHION,20010328,4781400,45848000,3279,1
RAZAO CONTABILIDADE,20090724,6920601,48903271,3669,1
RBC - MANUTENCAO EM INSTRUMENTO DE MEDICAO E PRECISAO,20120227,3312102,40010010,3849,1
RBS MONITORAMENTO ELETRONICO 24 HORAS,19980626,8011101,45650270,3573,1
RBV REPRESENTACOES DE BOMBAS E VALVULAS,20080714,4618499,41820020,3849,3
RC COMERCIO E REPRESENTACAO,20101017,4789099,44031090,3515,1
RC CONSTRUCAO,20100708,4744005,45836000,3613,1
RC CONSULTORIO MEDICO,20100630,8630503,46500000,3697,1
RC ENGENHARIA,20140519,7112000,45570000,3579,1
RC INFORMATICA,20081024,6209100,42700130,3685,1
RC MOTOS,20100917,4541206,44600000,3581,1
RC PRODUTOS HOSPITALARES,20080123,4645101,45603054,3597,1
RC2 FITNESS,20090304,9313100,42803010,3413,1
RCA TELECOMUNICACOES,20010824,6190699,45995152,3993,5
RCBL LTDA,19820727,4530701,41940250,3849,1
RCI SERVICOS DE MAQUINAS E TERRAPLENAGEM,20110523,4313400,47850000,1112,1
RCM GRAFICA EDITORA,20030905,1813099,45605614,3597,1
RCM PROPAGANDA,19900309,7311400,45605614,3597,5
RCOSTA,20110223,8592999,40450665,3849,1
RCR LOCACAO,20090316,4922102,41300500,3849,5
RCS CALCADOS E CONFECCOES,20040426,4782201,42700130,3685,3
RCS SERVICOS,20090313,4744002,45985970,3993,1
RCX CONSULTORIA E COBRANCA,19831118,6920602,46500000,3697,1
RE MATERIAL DE CONSTRUCAO E TRANSPORTE,20070305,4744099,45820970,3117,1
REAC,20090616,3292202,44110000,3515,1
REAL ALIANCA CONSULTORIA E PLANEJAMENTO EMPRESARIAL,20091106,7020400,41820020,3849,1
REAL BAHIA SEGUROS,20120229,6622300,40015000,3849,1
REAL BIKE,20010410,3092000,45836000,3613,1
REAL BOSS MINERIOS,20060922,7020400,48967000,3655,3
REAL BRINDES GRAFICA E PRONTA ENTREGA,20110825,1412601,48970000,3901,1
REAL CALCADOS,20040809,4782201,48903520,3669,3
REAL CALCADOS,20050822,4782201,43850000,3889,3
REAL CLEAN COMERCIO,20050713,4789005,45000525,3965,1
REAL COBRANCAS S/C LTDA.,19980330,8299799,44020005,3515,5
REAL DESENVOLVIMENTO RURAL E EMPRESARIAL,20101008,7020400,46880000,3595,1
REAL EXPRESSO,19960604,4922102,47804510,3363,5
REAL MANIA VARIEDADES,20090219,4759899,45445000,3415,1
REAL REFRIGERACAO,19920610,9521500,44033073,3515,1
REAL VARIEDADES,20021001,4759899,45260000,3803,1
REALBRASIL,19861128,6619399,45345000,3653,5
REALITY ACESSORIA PRODUCAO DE EVENTOS E TRANSPORTE,20120116,8230001,41290200,3849,1
REALIZA PROJETOS EDUCACIONAIS,20120227,4647801,40010030,3849,1
REALIZA RENT A CAR,19940928,7711000,40270370,3849,5
REALIZE AMBIENTES,20090812,4754701,42800170,3413,1
REANFER SALAO DE BELEZA,19890307,9602501,40050300,3849,1
REBECA COSMETICOS,20051207,4772500,45675000,3347,1
REBOQUE ETINHA,19940315,5229002,47700000,3865,1
RECALL COMUNICACAO E MIDIA,20090603,1813001,46800000,3845,1
RECANTO DA AGUAS,20100727,4712100,48950000,3939,1
RECANTO DA GUIGA,20000222,5611201,41745028,3849,1
RECANTO DOS PASSAROS,20080612,5510801,48793000,3937,1
RECELLI,20040602,8211300,41820021,3849,1
RECINOR RECICLAGENS DO NORDESTE,20070509,3832700,42850000,3087,3
RECONART,19960607,4120400,42801729,3413,3
RECONCAVO PNEUS,20110723,4530705,44400000,3751,1
RECONLOGI TRANSPORTES,20070208,4930202,44573420,3873,1
RECONVEL,19780221,4511101,44572902,3873,5
RECUPERADORA CONQUISTA,19920507,4520001,45051035,3965,1
RECUPERADORA SERTANEJA,20120216,4520002,46100000,3391,1
REDE ALBATROZ,20030108,4755503,45600006,3597,3
REDE BRASIL ALUGUEL DE VEICULOS,19991216,7711000,45930000,3741,5
REDE DE FARMACIA ELIANA,20111021,4771701,45550000,3945,1
REDE DE SAUDE PAINEIRAS,20110107,8630502,45928000,3761,5
REDE MULTI ITACARE,20100830,6209100,45530000,3599,1
REDE SORRIR,20110518,8630504,47850000,1112,1
REDELAR,20081110,4744099,41830480,3849,1
REDEONIX,19990126,6311900,48602110,3781,1
REFEICOES INDUSTRIAIS E LOCADORA DE VEICULOS LAGO,19890814,5620101,42805200,3413,5
REFERENCIA DISTRIBUIDORA DE DOCES,20050119,4712100,45970000,3621,3
